year,industry_code,classification,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
1996,40,SIC,5129.630600616664,1854.5214569166692,1982.0403421916692,36.15311903148983,38.639046288311604
1996,48,SIC,1577.9761953416664,371.41408764999994,407.7976192833332,23.53736949558866,25.843078018996103
1996,49,SIC,1472.930031900002,466.3589253666669,499.1093792750003,31.661987688925624,33.88547782077439
1996,50,SIC,4371.927217441663,272.6861147750001,294.0023681333333,6.23720618420013,6.724777278094207
1996,52,SIC,19379.162742224904,1070.5152444666671,1195.3939011416658,5.524053121934628,6.168449674748041
1996,60,SIC,7071.36453229999,230.0414448916667,284.08532367500015,3.2531408024703374,4.017404595356085
1996,72,SIC,3530.638128483338,209.94076617500002,236.37630680833325,5.946255564434881,6.695002382186186
1996,75,SIC,6189.824821999958,197.13138688333333,248.04477090833333,3.1847652001828277,4.007298720744556
1996,79,SIC,7047.020134641684,878.0112949083331,1021.2256824333339,12.459327178479485,14.491595921703146
1996,80,SIC,10535.930221641684,1104.6613770583333,1292.395250691667,10.484706654465747,12.266550968959331
1996,82,SIC,9869.209180566684,3466.1605464499908,4025.6314286249867,35.120955317019295,40.789807521273325
1996,83,SIC,2512.3185242666636,191.0633890083334,231.3237469333334,7.605062302524083,9.207580356509768
1996,89,SIC,4586.520596416685,109.1664596166666,131.7475638583333,2.380158495351687,2.8724947613069443
1996,90,SIC,5790.482349216681,1861.1709637916636,2153.6155765083276,32.14189857678156,37.19233470765458
1996,07,SIC,1778.0012532583335,37.035426166666674,44.29717034166667,2.082980880851249,2.491402650053731
1997,10,SIC,6810.547683583334,1307.282148283336,1373.8561777750026,19.194963592054556,20.17247718691774
1997,15,SIC,6201.273376091653,1222.971797875,1287.2687978499998,19.72130115388941,20.758136591960728
1997,20,SIC,20033.544126033354,3270.33656361667,3462.7873915583377,16.324303593226457,17.284946536536623
1997,40,SIC,5344.414511416692,1897.9829336583336,2033.5490437916683,35.51339308737896,38.049987317555896
1997,48,SIC,1714.3010216916664,366.65868843333266,395.75060763333255,21.388232509569125,23.085245976392592
1997,49,SIC,1465.6869411166663,471.4968589999999,492.14576320833334,32.16900183614787,33.577822753430624
1997,50,SIC,4308.145840516661,252.9231516416666,286.0426400833333,5.870812200993975,6.639576529494395
1997,52,SIC,19464.58645985833,1076.5091241416676,1200.758826258333,5.530603623980116,6.168940854380077
1997,60,SIC,7294.027199724976,216.35420401666656,264.7185687666665,2.9661831261723877,3.629251187555865
1997,72,SIC,3577.9272338416613,148.8730734833333,177.29801464166655,4.160874823703068,4.955327569680606
1997,75,SIC,6689.915981791645,208.29147606666666,267.40824740833347,3.1135140804994617,3.9971839427603415
1997,79,SIC,7233.098205025022,841.7743367000002,982.2398188833338,11.6378115275028,13.579793762525528
1997,80,SIC,10831.17814255834,1029.9089338833326,1213.1465015999993,9.508743373323068,11.200503635271687
1997,82,SIC,10031.942228949963,3486.316816108346,4014.6595295750176,34.75216200954196,40.018766435771525
1997,83,SIC,2591.5645833166764,211.3778097333334,239.64769404166677,8.156378239388221,9.247220601192442
1997,89,SIC,4770.415332183347,128.55868860833337,171.55635937499994,2.6949160535565775,3.596256246654338
1997,90,SIC,5724.306008300011,1827.2916839499985,2088.6785192833327,31.921628251538266,36.48789069373359
1997,07,SIC,1781.9866440083351,43.05400966666667,49.65026867500001,2.4160680334742897,2.786231246005218
1998,10,SIC,7003.179415633342,1285.1890128416655,1347.2331001166663,18.35150774479248,19.237449452019035
1998,15,SIC,6412.498714191701,1212.2880038333337,1266.9035429166684,18.90507987394027,19.756784357910977
1998,20,SIC,19821.913808466667,3137.427087791668,3328.0082687666663,15.82807350545313,16.789540611084444
