year,industry_code,code_source,inspection_count,violation_count,accident_count,avg_penalty,avg_gravity,avg_injury_degree
2010,53,NAICS,732,1787.0,40.0,968.3844444444444,3.6061349693251534,1.7
2010,54,NAICS,901,1684.0,60.0,1168.1263999999999,4.532332563510392,1.55
2010,55,NAICS,17,27.0,0.0,1790.909090909091,5.6,
2010,56,NAICS,4037,7730.0,333.0,1622.816564556962,4.0858829844337095,1.5555555555555556
2010,61,NAICS,1511,3183.0,63.0,1230.5249130938587,2.5356394129979036,1.8412698412698412
2010,62,NAICS,3233,7387.0,81.0,938.4900184297824,2.5794071762870514,1.8148148148148149
2010,71,NAICS,753,2159.0,76.0,1078.5229775280898,3.33135509396637,1.6973684210526316
2010,72,NAICS,2012,5029.0,72.0,748.5621867517957,3.1268456375838927,1.6666666666666667
2010,81,NAICS,2755,9540.0,120.0,747.7433053919348,3.2045017842437553,1.6166666666666667
2010,92,NAICS,4780,9072.0,172.0,846.8634920634921,3.092018779342723,1.7616279069767442
2011,11,NAICS,2750,4387.0,362.0,1090.1174930583102,3.9978021978021974,1.8093922651933703
2011,21,NAICS,1125,1653.0,96.0,2833.2052364864867,4.622596153846154,1.4270833333333333
2011,22,NAICS,1152,2562.0,68.0,2341.2189349112427,4.480162767039674,1.4264705882352942
2011,23,NAICS,46952,87914.0,1124.0,1912.5267957696412,5.345436012793926,1.5898576512455516
2011,31-33,NAICS,20609,70104.0,879.0,1800.7842583948202,4.017645856516704,1.8907849829351535
2011,42,NAICS,3739,12046.0,186.0,1590.0230490018146,4.027222393109812,1.6505376344086022
2011,44-45,NAICS,3571,9037.0,132.0,1487.5372643566755,3.3076508620689653,1.8333333333333333
2011,48-49,NAICS,3299,7222.0,238.0,2263.212711423367,3.8762443438914027,1.4411764705882353
2011,51,NAICS,537,838.0,34.0,2011.663864628821,3.5970464135021096,1.6176470588235294
2011,52,NAICS,165,170.0,3.0,1342.7710843373493,2.5913978494623655,1.3333333333333333
2011,53,NAICS,736,1653.0,47.0,1258.224944812362,4.024484536082475,1.4042553191489362
2011,54,NAICS,835,1498.0,49.0,1297.1109090909092,3.910621761658031,1.469387755102041
2011,55,NAICS,13,16.0,0.0,543.5,4.4,
2011,56,NAICS,3894,7555.0,345.0,1737.2002499362407,4.298024620669911,1.5246376811594202
2011,61,NAICS,1579,3225.0,75.0,1735.5866788321168,2.4671814671814674,1.8666666666666667
2011,62,NAICS,2993,7101.0,69.0,1208.5821191085129,3.1714119697850087,1.8985507246376812
2011,71,NAICS,752,2083.0,76.0,1478.2515700483093,3.713498622589532,1.7105263157894737
2011,72,NAICS,1584,4074.0,71.0,1179.7655007052188,3.5435660703981533,1.7464788732394365
2011,81,NAICS,2544,8520.0,119.0,1024.7793122065727,3.821535938781088,1.546218487394958
2011,92,NAICS,4907,10397.0,182.0,698.5739412568306,3.277589134125637,1.8021978021978022
2012,0.,NAICS,1,0.0,0.0,,,
2012,11,NAICS,2819,4822.0,334.0,1216.4963079777365,4.211217183770883,1.8383233532934131
2012,21,NAICS,1094,1925.0,113.0,2275.659542230819,5.079906904577191,1.3982300884955752
2012,22,NAICS,1125,2135.0,61.0,1811.0281954887218,4.385740402193784,1.901639344262295
2012,23,NAICS,46867,84026.0,1152.0,1470.6826606008694,5.388976127531853,1.557876414273281
2012,31-33,NAICS,18601,63399.0,834.0,1536.1255430080596,4.387245598154583,1.8796630565583634
2012,42,NAICS,3225,9294.0,141.0,1331.8987008305908,4.274038461538462,1.6312056737588652
2012,44-45,NAICS,3358,7583.0,146.0,1205.3961815661817,3.813505948215535,1.8082191780821917
2012,48-49,NAICS,3250,6214.0,247.0,1544.423822447102,3.9072568503462812,1.526530612244898
2012,51,NAICS,463,698.0,17.0,1732.511994949495,3.4852941176470593,1.7058823529411764
2012,52,NAICS,138,150.0,9.0,866.4948453608248,2.5185185185185186,1.7777777777777777
2012,53,NAICS,943,2126.0,37.0,1124.062479541735,4.45249406175772,1.6216216216216217
2012,54,NAICS,867,1434.0,51.0,1466.5030795454545,4.479923518164436,1.6274509803921569
2012,55,NAICS,18,11.0,1.0,1679.6875,1.666666666666667,2.0
2012,56,NAICS,3814,7478.0,339.0,1413.7233012748825,4.604578563995838,1.6283185840707965
2012,61,NAICS,1511,3427.0,76.0,1327.534676354029,3.525581395348837,1.9078947368421053
2012,62,NAICS,3310,7017.0,81.0,933.5680276243094,3.347943098808151,1.7777777777777777
2012,71,NAICS,694,1843.0,66.0,990.5786713286714,4.291073738680466,1.5454545454545454
2012,72,NAICS,2138,5545.0,75.0,914.1084244144783,2.774079677256682,1.7333333333333334
2012,81,NAICS,2606,8428.0,108.0,863.4082431307245,3.634399052693902,1.5462962962962963
2012,92,NAICS,4974,10159.0,166.0,460.83081261101245,3.8373298768632536,1.8313253012048192
2013,11,NAICS,2742,4827.0,295.0,911.5517354289457,4.332506203473946,1.7346938775510203
2013,21,NAICS,1076,1472.0,109.0,2240.3688700999232,5.644012944983819,1.3394495412844036
2013,22,NAICS,1194,2624.0,46.0,2152.070655737705,4.675843694493783,1.6956521739130435
2013,23,NAICS,43222,80557.0,1079.0,1384.7467814127217,5.660615176036944,1.5658627087198516
2013,31-33,NAICS,17910,57523.0,697.0,1395.2036751667838,4.6347566127250275,1.8708751793400287
2013,42,NAICS,3170,9255.0,175.0,1143.7003518697393,4.740550928891736,1.5862068965517242
2013,44-45,NAICS,3855,8062.0,161.0,1202.384533898305,3.61318407960199,1.7080745341614907
2013,48-49,NAICS,3578,7562.0,255.0,1460.8736404833837,4.163686382393397,1.4509803921568627
2013,51,NAICS,428,686.0,29.0,1424.5978588235294,4.477099236641221,1.6551724137931034
2013,52,NAICS,137,182.0,3.0,994.7207446808511,2.5714285714285716,1.6666666666666667
2013,53,NAICS,768,1834.0,32.0,978.3624247635425,4.427244582043343,1.75
2013,54,NAICS,802,1346.0,55.0,1111.9146694214876,4.510851419031719,1.5636363636363637
2013,55,NAICS,22,35.0,1.0,735.0434782608696,3.4444444444444446,3.0
2013,56,NAICS,3982,8539.0,349.0,1249.233976409436,4.771380471380471,1.6131805157593124
2013,61,NAICS,1285,3217.0,63.0,1210.3736017897093,4.141501294219155,1.8571428571428572
2013,62,NAICS,3444,7090.0,62.0,941.7127654554037,3.7554634513941223,1.7096774193548387
2013,71,NAICS,750,2204.0,56.0,1009.1890060240962,4.562184024266936,1.6607142857142858
2013,72,NAICS,2031,5383.0,57.0,898.5908759124087,2.776315789473684,1.8596491228070176
2013,81,NAICS,2751,8405.0,79.0,798.160538733779,4.033504376697857,1.4683544303797469
2013,92,NAICS,4667,9953.0,138.0,766.5881624094549,4.0050385299347955,1.6014492753623188
2014,11,NAICS,2286,4117.0,249.0,952.8691399365526,4.674654377880184,1.6385542168674698
2014,21,NAICS,1305,1778.0,132.0,1843.437125382263,5.41592039800995,1.1984732824427482
2014,22,NAICS,1018,2221.0,48.0,1585.1613958560524,4.674711437565582,1.5416666666666667
2014,23,NAICS,41120,76405.0,984.0,1439.3411797374883,5.749868020304569,1.4288617886178863
2014,31-33,NAICS,17463,53488.0,631.0,1432.6499219904933,4.733909316187797,1.7952380952380953
2014,42,NAICS,3058,8117.0,147.0,1387.642229750539,4.767647058823529,1.4829931972789117
2014,44-45,NAICS,3438,7217.0,148.0,1299.1944192913386,3.7624963883270732,1.6418918918918919
2014,48-49,NAICS,3328,5852.0,236.0,1546.1013163716816,4.391393442622951,1.3432203389830508
2014,51,NAICS,422,596.0,39.0,1579.0184272300469,4.239583333333333,1.6666666666666667
2014,52,NAICS,138,140.0,3.0,1252.8525,3.1587301587301586,1.3333333333333333
2014,53,NAICS,823,1732.0,40.0,1016.3587975243149,3.9349269588313414,1.475
2014,54,NAICS,774,1239.0,49.0,1025.0892354124749,4.229946524064171,1.510204081632653
2014,55,NAICS,18,10.0,0.0,873.125,4.111111111111111,
2014,56,NAICS,4285,8476.0,316.0,1361.6091496729512,5.10987020827045,1.5379746835443038
2014,61,NAICS,1106,2399.0,49.0,919.753374233129,3.8076171875,1.7755102040816326
2014,62,NAICS,2856,5947.0,46.0,897.7382553862324,3.6375358166189113,1.6304347826086956
2014,71,NAICS,771,1890.0,56.0,938.6617012779552,3.998914223669924,1.3392857142857142
2014,72,NAICS,1807,3924.0,53.0,889.9112278533167,3.2238010657193605,1.6037735849056605
2014,81,NAICS,2476,7754.0,76.0,661.7029915014164,3.834524463991204,1.5
2014,92,NAICS,3612,6809.0,106.0,,,
2015,11,NAICS,2402,4198.0,142.0,1052.979795112318,5.685766257389723,1.056338028169014
2015,21,NAICS,949,1428.0,69.0,2005.2739022662888,6.031731640979148,1.0724637681159421
2015,22,NAICS,1083,2704.0,18.0,1394.5631030490158,5.839849269901084,1.1666666666666667
2015,23,NAICS,36974,68015.0,799.0,1375.7284180807976,6.039532045943171,1.248431618569636
2015,31-33,NAICS,17295,49649.0,297.0,1452.0642858635024,5.353876113290759,1.2760942760942762
2015,42,NAICS,2739,7376.0,83.0,1305.7243093525178,5.269933877868533,1.180722891566265
2015,44-45,NAICS,3305,7225.0,68.0,1171.263103897986,4.725961538461538,1.1764705882352942
2015,48-49,NAICS,3299,5965.0,135.0,1414.245249385318,5.152594887683966,1.1044776119402986
2015,51,NAICS,346,505.0,11.0,1300.8761569416497,5.183844011142061,1.0909090909090908
2015,52,NAICS,121,99.0,3.0,1098.4278350515465,4.857142857142857,1.0
2015,53,NAICS,771,1336.0,25.0,1025.8052282157678,5.467171717171717,1.16
2015,54,NAICS,736,1207.0,31.0,876.4971551724137,4.956632653061225,1.1290322580645162
2015,55,NAICS,26,13.0,0.0,734.6153846153846,3.6000000000000005,
2015,56,NAICS,4254,7995.0,204.0,1665.1410762854553,5.890348572429497,1.0735294117647058
2015,61,NAICS,1197,2753.0,15.0,565.2035482640214,4.853487205218264,1.1333333333333333
2015,62,NAICS,2322,4309.0,20.0,825.2159597715421,4.817068352429869,1.35
2015,71,NAICS,706,2062.0,26.0,812.8041729893779,5.004431314623338,1.0384615384615385
2015,72,NAICS,1836,3886.0,17.0,673.2681732832618,4.544041450777202,1.2352941176470589
2015,81,NAICS,2381,7272.0,47.0,672.892340853571,4.660011860051394,1.0638297872340425
2015,92,NAICS,3398,6008.0,52.0,618.545982995721,,
2016,11,NAICS,2193,4435.0,127.0,1140.7482232243517,6.266766020864382,1.0866141732283465
2016,21,NAICS,715,1272.0,72.0,1442.0073113207548,5.6225839267548325,1.4583333333333333
2016,22,NAICS,1127,2738.0,31.0,1225.910007304602,5.7160817181770565,1.1935483870967742
2016,23,NAICS,34812,66471.0,681.0,1571.9260290709924,6.248992939749643,1.0895741556534508
2016,31-33,NAICS,15896,46551.0,315.0,1758.3120484439476,5.681345965370793,1.2412698412698413
2016,42,NAICS,2593,6756.0,55.0,1514.9041829484902,5.720488148321991,1.0363636363636364
2016,44-45,NAICS,3418,7177.0,67.0,1190.6865124703916,5.025381961557417,1.0298507462686568
2016,48-49,NAICS,2836,5060.0,136.0,1927.2658920094939,5.511125443405353,1.0588235294117647
2016,51,NAICS,333,460.0,17.0,1845.4942391304348,5.414239482200648,1.0588235294117647
2016,52,NAICS,102,73.0,4.0,1081.0821917808219,5.4,1.0
2016,53,NAICS,777,1441.0,28.0,1236.193011797363,5.762437810945274,1.1071428571428572
2016,54,NAICS,710,1184.0,33.0,1169.2400760135135,5.553966189856957,1.0
2016,55,NAICS,33,21.0,0.0,880.1428571428571,3.8333333333333335,
2016,56,NAICS,4234,7739.0,215.0,1505.3613490115004,5.936576239476146,1.0654205607476634
2016,61,NAICS,1078,2528.0,17.0,555.2048259493671,5.354104254044338,1.1764705882352942
2016,62,NAICS,2347,4332.0,36.0,890.6657238513045,5.121951219512195,1.6111111111111112
2016,71,NAICS,670,1725.0,24.0,921.0507246376811,5.47767857142857,1.0416666666666667
2016,72,NAICS,1546,3411.0,30.0,896.2962609970673,4.846696923852749,1.0666666666666667
2016,81,NAICS,2468,7227.0,47.0,646.5010657439447,4.7685915192840405,1.0638297872340425
2016,92,NAICS,3611,6257.0,49.0,596.8675270500372,5.253266351519141,
