year,sic_code,naics_code,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
1999,6.0,52.0,7780.1878127416685,200.99836900833327,244.29887458333337,2.5834642279349196,3.1400125609210026
1999,7.0,56.0,7288.194680866682,246.11995214999985,292.7176506833333,3.3769673139512277,4.016325901005221
1999,7.0,71.0,7396.718592958338,875.3802082499993,1001.3885987666664,11.834710179232175,13.538281687774175
1999,7.0,81.0,3673.5130814916765,182.02557498333317,204.6183039916666,4.955081714570059,5.5700986889797255
1999,9.0,92.0,5966.310533591671,1859.6672804749992,2146.1067706916665,31.16946846807007,35.970416870000356
2000,0.0,11.0,1939.242841099997,49.13796085,63.61356514166664,2.5338735205606056,3.2803300233189523
2000,1.0,21.0,7656.772760683305,1444.7434194333302,1516.0798528083305,18.86882978755659,19.800507344206892
2000,2.0,31.0,19230.10700435835,2842.495771383329,3011.4654322833276,14.781487023130449,15.660159517577323
2000,4.0,22.0,1435.3768524999994,426.3044166833332,446.15018270000013,29.699825236894256,31.082442351145573
2000,4.0,48.0,5764.657601466656,1922.9844136083266,2032.1180057416602,33.35817227234931,35.25132186904985
2000,4.0,51.0,1962.963203649998,406.4075038833334,441.7253985416667,20.703775961141098,22.502989241994353
2000,5.0,42.0,4779.549230233345,245.53875292500004,269.5946565500002,5.13727845655044,5.640587502366581
2000,5.0,44.0,20451.705355933293,963.7656515916661,1063.8621586999998,4.7123974984905885,5.20182615671881
2000,6.0,52.0,7686.437087841632,173.54143784999997,212.21566109999995,2.2577617674710035,2.760910662180292
2000,7.0,56.0,7934.153753191641,236.9295647833333,298.8012696083332,2.9861983036064124,3.7660130986009137
2000,7.0,71.0,7184.791551616631,894.5868596916673,1024.4146076583334,12.451117798822969,14.258097820914964
2000,7.0,81.0,3676.5473239083235,201.26225427499998,215.42374021666663,5.474219057815629,5.859403435820926
2000,9.0,92.0,5978.128607758352,1913.28230748333,2135.3275003583285,32.00470302696888,35.71899570021165
2001,0.0,11.0,1762.6538161083358,45.72263184166667,54.21211269166666,2.5939654981495512,3.0755961378371244
2001,1.0,21.0,7859.513812475003,1486.9794658583328,1545.592925475,18.91948409707133,19.66524854275031
2001,2.0,31.0,18220.793745866664,2678.6232203249997,2830.873468308333,14.700914008933546,15.53649916568815
2001,4.0,22.0,1375.7690737083356,422.10222119166673,449.9833723666668,30.6811825660469,32.707769128270414
2001,4.0,48.0,5620.08459685833,1866.0445901166643,1972.26922728333,33.20314059257751,35.09323024044591
2001,4.0,51.0,2042.230719675002,419.6262472666667,440.3845742500002,20.547445654595066,21.56389922095004
2001,5.0,42.0,4551.538195299988,245.9671030999999,267.0588761833332,5.4040434803774815,5.867442273891137
2001,5.0,44.0,20640.440338891585,941.4713582583346,1034.2016644750008,4.561294927823679,5.010560082511004
2001,6.0,52.0,7835.642411450019,193.43448719166662,253.89674762500005,2.4686487340081507,3.2402799195377705
2001,7.0,56.0,7963.052701149979,264.8863390083334,306.32957094999983,3.326442118988865,3.846886143372647
2001,7.0,71.0,7372.038377858336,912.08912255,1028.719380233334,12.372278544960214,13.954341085947917
2001,7.0,81.0,3649.326801224991,191.01904638333332,204.84363260833325,5.234363946775412,5.613189603615992
2001,9.0,92.0,6081.787893733315,1959.6368344500013,2208.7984846083314,32.22139391722646,36.31824264842056
2002,0.0,11.0,1862.9774971583327,52.20661199166666,60.55690378333334,2.802321126868108,3.2505440283472553
2002,1.0,21.0,7631.028099933327,1384.8637762333328,1444.4000718500008,18.147800769406583,18.92798785346657
2002,2.0,31.0,16994.723411325034,2444.5720803916684,2577.565373316669,14.384300475067699,15.166856858635413
2002,4.0,22.0,1442.7386526249988,423.36396768333327,459.9348734750001,29.344466990819257,31.879292388692086
2002,4.0,48.0,5614.489477916671,1847.6225129083382,1951.1993449916697,32.90811248601578,34.75292549155667
2002,4.0,51.0,1901.51542055,380.1107315666665,404.04506760833317,19.989884250148343,21.248582222460545
2002,5.0,42.0,4455.172603683329,219.20545927500007,237.37368987500008,4.920246167202842,5.328046991462252
2002,5.0,44.0,20749.573721449997,924.5492141749997,1023.1364798000001,4.455750400400956,4.9308795136467145
2002,6.0,52.0,7900.753096808312,182.20464896666672,227.46047305000005,2.306168117571886,2.8789720456128145
2002,7.0,56.0,7547.854526016621,241.42855642500004,296.47247314166674,3.1986381771511687,3.9279039112340977
2002,7.0,71.0,7710.78353665834,961.1958491749999,1087.4756008916654,12.465605403203394,14.103308642002807
2002,7.0,81.0,3589.06943270833,142.5326716916666,157.11996665833325,3.9712988105697,4.377735499526676
2002,9.0,92.0,6161.318265833343,1993.6344914083295,2217.299458258331,32.35727169725556,35.98741961690292
2003,0.0,11.0,1157.7249492166654,26.401912274999997,35.3890069,2.2804995515440813,3.0567715521674423
2003,1.0,21.0,504.4300587000001,45.76406460833332,53.10969300833331,9.072430125650106,10.528653495631445
2003,2.0,31.0,16202.318447400008,2192.117484908335,2337.4293471416686,13.5296531297353,14.426511580611209
2003,4.0,48.0,5256.800128299991,1799.7090227833326,1908.8666512666648,34.23582747790992,36.31233078446864
2003,5.0,42.0,3885.728442366666,197.19336834166668,212.9727608083333,5.0748108434866035,5.480896670139377
2003,5.0,44.0,14534.60927025827,939.4758522999988,1007.1636434083322,6.463715913040881,6.929416709324691
2003,6.0,52.0,6346.857347383316,113.67332528333328,162.94700752499998,1.7910174919907182,2.5673652109445917
2003,6.0,53.0,2208.0589517166673,102.49715998333335,122.57657308333332,4.641957584676187,5.551327014527193
2003,9.0,92.0,6249.456616166691,2006.1469824499973,2243.424335408333,32.101142637910385,35.89791038159748
2004,0.0,11.0,1093.8981154833323,29.864868949999988,39.576560675,2.730132589798308,3.6179384638132723
2004,1.0,21.0,497.14316624166673,56.51390013333335,58.020717116666674,11.36773146467457,11.67082664643572
2004,2.0,31.0,15810.203345300077,2052.179756008334,2204.463583875001,12.980097163762217,13.943296842733686
2004,4.0,48.0,5221.4159782833285,1732.1180058249968,1839.7353504499968,33.17333866960882,35.2344145362434
2004,5.0,42.0,4094.6023805583386,190.45973021666666,216.13498648333336,4.65148291616769,5.2785341870939195
2004,5.0,44.0,14752.631695533299,850.5797352666661,905.9333324416662,5.765613572012368,6.140825251646175
2004,6.0,52.0,6437.235150949989,126.98892179999997,160.7505622666666,1.9727246064835664,2.497198851636537
2004,6.0,53.0,2276.9004388999965,102.16031024166668,114.31017649166671,4.486814991832572,5.020429287935471
2004,9.0,92.0,6358.430712166676,2031.976104499997,2260.152239908333,31.95719504518416,35.54575558374169
2005,0.0,11.0,1076.0238203833328,34.577493116666666,38.37816373333334,3.2134505260625605,3.566664882907624
2005,1.0,21.0,603.4768969916663,47.846958683333334,57.26160915833334,7.92854853629866,9.488616622074945
2005,2.0,31.0,15596.473118025011,2033.955937849998,2148.400058641665,13.041127455279188,13.774909509244985
2005,4.0,48.0,5552.002114108334,1745.7909792666703,1839.815626691672,31.44435004501162,33.13787691140227
2005,5.0,42.0,4027.602154766668,238.92690091666654,262.77642162499984,5.932236892710381,6.5243887436598955
2005,5.0,44.0,15072.982715183303,798.8781227000005,883.0469955333335,5.300066601252553,5.858475473761563
2005,6.0,52.0,6445.237725024964,137.78240129166662,174.4902874333333,2.1377396330425182,2.7072746557638796
2005,6.0,53.0,2399.494531408334,115.78213209999996,130.43348157499994,4.825271763884539,5.435873258625212
2005,9.0,92.0,6578.174706425046,2095.6390491583334,2304.881828166662,31.8574550340154,35.038318850294964
2006,0.0,11.0,1111.9610561666661,32.77293649166667,35.891695233333344,2.9473097380448636,3.2277834762545607
2006,1.0,21.0,633.712125783334,47.654124283333324,55.75744472499999,7.519837848207161,8.798544710830331
2006,2.0,31.0,15725.136899858317,1850.4377829249975,1975.709749466664,11.767387430132134,12.56402257130407
2006,4.0,48.0,5633.515902574997,1718.5712157749972,1831.0328251999956,30.50619267781713,32.50248791102298
2006,5.0,42.0,4111.638779466673,202.0786902666668,215.64328953333347,4.914796778253918,5.244704145953815
2006,5.0,44.0,15237.790521758234,765.4664678833328,823.219149791666,5.023474149945254,5.402483704026388
2006,6.0,52.0,6661.224599641675,143.60751264166663,179.814610175,2.1558725500622162,2.6994227185294535
2006,6.0,53.0,2436.4835938416636,102.26521619166667,108.92488199166667,4.197246246605034,4.470577280593223
2006,9.0,92.0,6514.829587000002,2039.7895331083332,2243.421325874998,31.309944579035886,34.43561026295494
2007,0.0,11.0,1096.8122700000013,25.085606666666667,30.31607849166666,2.2871376764108082,2.7640170812154228
2007,1.0,21.0,712.4453428499991,67.70935893333333,73.87726611666665,9.5037969737405,10.369534569646424
2007,2.0,31.0,15437.966829233388,1757.8723147,1875.908691808334,11.386682807034452,12.151267796845545
2007,4.0,48.0,5814.282078750004,1671.1685581999943,1785.140462391662,28.742474746929965,30.702680712997747
2007,5.0,42.0,3963.340563016675,204.79564248333332,223.5270021166666,5.167248164196474,5.639863609059381
2007,5.0,44.0,15035.438455983374,795.5972274749994,864.1850302083332,5.291480057626057,5.747654335044879
2007,6.0,52.0,6670.213357716647,132.99070494166668,169.48865459166674,1.9937998653043414,2.5409780092804444
2007,6.0,53.0,2422.095905816668,95.54372126666665,110.49316920833333,3.9446712674431352,4.561882497839321
2007,9.0,92.0,6716.47148830833,2099.6223407833327,2299.8101307833335,31.260794368564532,34.24134435449802
2008,0.0,11.0,1127.6107590499987,42.13416427500001,52.08058441666666,3.736587642219523,4.618666858104835
2008,1.0,21.0,779.8441179916668,55.69102311666668,62.92421306666669,7.14130193866023,8.068819346706809
2008,2.0,31.0,15239.030854175027,1746.166507149998,1888.1284873999991,11.458514152634596,12.390082449913209
2008,4.0,48.0,5851.495420600011,1710.8927007583318,1820.9812666083333,29.23855489547486,31.11992979089797
2008,5.0,42.0,3643.6317363833396,193.63507399999997,214.409052875,5.314342612247683,5.8844874671067045
2008,5.0,44.0,15104.893354191563,794.1520879249998,896.9540474166657,5.257581561836218,5.938168687352987
2008,6.0,52.0,6683.137056716654,119.61876204999996,152.6899259083332,1.7898594781889334,2.2847043927503705
2008,6.0,53.0,2202.61172925,89.01826896666668,102.39116934166663,4.041487102993765,4.648625446870353
2008,9.0,92.0,6777.285122941668,2235.959472924995,2441.15943328333,32.99196407357997,36.01972455046645
2009,0.0,11.0,1100.5331773166665,21.72898419166667,26.717375366666662,1.9744051919131183,2.427675595551721
2009,1.0,21.0,664.2173828749999,56.670495108333334,62.603290408333336,8.531919905956187,9.425120754497742
2009,2.0,31.0,13571.540357699992,1501.0570046166665,1630.8326396250006,11.060328931380454,12.016562576109692
2009,4.0,48.0,5398.429324474999,1586.5149060000024,1697.8341158416695,29.38845376389719,31.450520397556286
2009,5.0,42.0,3398.72983472501,169.33000429166668,187.5209713583333,4.982155467657732,5.517383860359279
2009,5.0,44.0,14554.346487266574,777.748366066667,854.8863554833339,5.343753268118976,5.873752945426055
2009,6.0,52.0,6326.844367041662,110.63908186666663,146.59293480833327,1.7487245686493755,2.316999222740134
2009,6.0,53.0,2115.2566569166706,80.532780675,93.74561321666663,3.8072344749118803,4.431878888556061
2009,9.0,92.0,6857.129099449981,2285.7759604416665,2508.4625055833344,33.334299636053395,36.58181826829746
2010,0.0,11.0,1180.8659910166657,27.46201400833333,34.51932193333333,2.3255825993167885,2.923220940897277
2010,1.0,21.0,696.2663990666658,55.48357776666668,61.03312109166667,7.968728325974303,8.76577143080301
2010,2.0,31.0,13362.827432633312,1444.1300822583325,1569.6523431666647,10.807069757794132,11.746408842588377
2010,4.0,48.0,5356.780447058338,1544.779889858333,1631.7410641833342,28.837842153987193,30.461227229863425
2010,5.0,42.0,3333.7569243583284,173.308117325,186.39032555833325,5.1985828978325355,5.5909992776155715
2010,5.0,44.0,14580.514087316547,703.6606146999993,784.0867700499995,4.826034325580516,5.377634597480134
2010,6.0,52.0,6225.058394366679,100.66881011666662,137.11123682499993,1.6171544705149452,2.2025694883292624
2010,6.0,53.0,2070.0471885833326,110.50395981666668,127.13230337499999,5.338233854093525,6.1415171632877055
2010,9.0,92.0,6957.733857749995,2171.6916261416663,2419.9643531500014,31.2126285733492,34.78092727640741
2011,0.0,11.0,1229.474312341668,22.59429628333334,30.195470941666674,1.8377200773149978,2.4559659879478164
2011,1.0,21.0,782.9043481916665,56.496962074999985,61.12180975833331,7.216330092621826,7.8070596873693425
2011,2.0,31.0,13691.870806716686,1446.8577880333323,1546.9678951333326,10.567276075403527,11.298440636574309
2011,4.0,48.0,5404.709031008344,1554.0083915833366,1647.8984562333371,28.75285945399745,30.490049450930247
2011,5.0,42.0,3427.476199983339,151.33040452500006,166.38252858333337,4.415213868610836,4.854374439832497
2011,5.0,44.0,14690.67975656665,723.4350832833339,809.2880356166676,4.924449346599926,5.508853565846199
2011,6.0,52.0,6235.2228260666425,95.19620343333332,124.05045444166664,1.5267490206662884,1.9895111674769324
2011,6.0,53.0,2089.2455479,90.28006961666664,103.45933692499995,4.321180423594126,4.951995088800923
2011,9.0,92.0,6784.573676666632,2221.667824016666,2462.5588019666698,32.74587217848899,36.2964412994121
2012,0.0,11.0,1237.451237141669,23.871535299999998,30.612187075,1.929088967993579,2.473809565677082
2012,1.0,21.0,925.5941201083335,66.78051925,72.19654884166664,7.214881533839461,7.800022415139868
2012,2.0,31.0,14039.735764250017,1359.7375915583318,1494.382648708332,9.684922952899798,10.643951380577565
2012,4.0,48.0,5585.10137980833,1544.6659551000014,1639.7049005833342,27.656900923667948,29.358552138575604
2012,5.0,42.0,3353.5243313166675,171.31501643333334,188.34787786666678,5.108506738225194,5.616416022624093
2012,5.0,44.0,14959.060661800018,700.848282791667,790.4774491333334,4.685108902468574,5.284271967369745
2012,6.0,52.0,6322.621009541674,108.07043784166662,140.05027049999998,1.7092664209759527,2.215066667583674
2012,6.0,53.0,2094.1067650083314,96.34535137499998,116.15099184166668,4.600785069075342,5.546564949910975
2012,9.0,92.0,6681.104176575003,2129.758507883333,2319.5925070999997,31.877343199505848,34.71869987049227
2013,0.0,11.0,1146.8271257083359,19.587746816666666,24.192827174999998,1.707994725409754,2.109544379677742
2013,1.0,21.0,1032.244155775,56.44597920833332,68.17028095833334,5.468277915892307,6.604084951893157
2013,2.0,31.0,14298.529152124964,1455.4905309666656,1585.070659775,10.179302468676362,11.085550429076378
2013,4.0,48.0,5724.463608166663,1532.4928480500016,1625.9158650166685,26.77094227420206,28.40293827175521
2013,5.0,42.0,3249.7505743416764,164.89783354166664,186.144649175,5.074168917565961,5.727967267540481
2013,5.0,44.0,14867.427330474986,683.5928287916676,751.8316971250014,4.597922785137488,5.0569051417787
2013,6.0,52.0,6540.604437341685,122.06349076666665,160.4270771333334,1.8662417508354507,2.452786721322291
2013,6.0,53.0,2218.296262824998,115.01645218333333,134.06586189166663,5.184900417082252,6.0436409752110345
2013,9.0,92.0,6694.60975956667,2147.6115199916644,2359.232831425001,32.07971184463298,35.24078200456168
2014,0.0,11.0,1252.6368282166675,26.65749400833333,34.75783975833332,2.128110351528193,2.7747738989773088
2014,1.0,21.0,1042.7366017583329,50.216381166666665,60.77203672499997,4.815826075538963,5.8281292344128
2014,2.0,31.0,14552.859493383354,1420.8586792666658,1528.4184389583327,9.76343295221587,10.502530033037479
2014,4.0,48.0,5793.506148291666,1535.9349093833348,1613.8732400166678,26.511319226548792,27.856589752520613
2014,5.0,42.0,3239.0869647833356,107.25826570000001,129.26871417500004,3.3113734477078043,3.99089976837491
2014,5.0,44.0,15259.288852041644,674.9418264166674,780.9622463750004,4.423153876704826,5.117946543560647
2014,6.0,52.0,6549.911936291644,121.65641829166665,144.4501116166666,1.8573748696924421,2.2053748664359865
2014,6.0,53.0,2173.489370233327,100.51898072500003,111.99488964166669,4.6247744342181525,5.152769145111756
2014,9.0,92.0,6739.558351316647,2173.731216074995,2393.2203784749936,32.25331843369725,35.51004759840757
2015,0.0,11.0,1319.368991350002,21.406798366666667,33.525186133333335,1.6225027651106796,2.5410015206610064
2015,1.0,21.0,866.9188158416657,46.838563433333306,57.355671633333294,5.402877706358137,6.616037232696163
2015,2.0,31.0,14612.810977891622,1379.025046950001,1476.8690944250006,9.43709631936244,10.10667349806565
2015,4.0,48.0,5749.819667541665,1489.2695724333375,1578.6450906333375,25.901152706413043,27.455558294201026
2015,5.0,42.0,3348.928771666664,126.84764447500001,139.64935273333325,3.7877080440821573,4.169970825143404
2015,5.0,44.0,15577.052758758386,759.9865927083331,841.5908516166666,4.878885656216459,5.402760487817389
2015,6.0,52.0,6685.204218066673,126.30185842500003,157.36734539166667,1.889274497907947,2.3539646697162007
2015,6.0,53.0,2300.993168449998,127.88436195000003,139.0119520333334,5.557789727648165,6.041389167920696
2015,9.0,92.0,6844.3051366416885,2148.7996017500004,2385.6475457166684,31.395438380533058,34.85594955351801
2016,0.0,11.0,1365.1951097916667,24.324109825,37.040713075000006,1.781731391398841,2.713217532741715
2016,1.0,21.0,764.3423977083337,42.49499673333331,47.8943082833333,5.559680695555112,6.266080283774779
2016,2.0,31.0,14887.470337591654,1320.909255258334,1451.3463268750013,8.87262392673232,9.74877728696644
2016,4.0,48.0,6038.201417758323,1522.8080067833325,1643.9559485499992,25.21956293648571,27.225921012093636
2016,5.0,42.0,3294.2729122833302,120.84663795833337,137.3475493916668,3.668385746297261,4.169282662633689
2016,5.0,44.0,15330.740404649996,671.3893808000004,762.263665825001,4.379366965188191,4.972125583665857
2016,6.0,52.0,6767.938803966649,130.09225754166667,179.6021831083334,1.9221843061793107,2.653720553783223
2016,6.0,53.0,2436.4841290666677,140.67281204166662,162.61191550833328,5.773598537477586,6.674039595350218
2016,9.0,92.0,6855.920469433354,2054.3110919166666,2242.4630352583326,29.964044960493197,32.70841669264104
